-0.06488088	0.03995806	-0.031994052	0.0033939786	-0.02220619	0.0052939733	0.06429774	-0.06361766	0.024526753	0.011090146	-0.019875111	0.03561558	-0.024481133	-0.055257775	-0.06268144	-0.030567417
-0.057726644	0.08807165	-0.033337805	-0.015786283	-0.0147854695	-0.052068405	0.10196059	-0.007928321	0.039971042	0.010492143	-0.03335079	0.026430612	0.08185513	-0.036069952	-0.0050916844	-0.05300551
-0.017997071	0.08456165	-0.0798399	-0.06070167	-0.05700198	-0.038307734	0.049155105	0.0110396575	0.07400798	-0.06338586	-0.006609212	0.04863869	0.045734584	-0.012231293	0.024199823	-0.041117072
-0.017962627	0.11956849	-0.041466482	-0.055635035	0.0060945945	0.05372153	0.007087873	0.0011802735	0.08480242	-0.06336603	-0.035061505	0.06499398	0.046687726	-0.051799808	-0.040168334	-0.067632124
-0.014685511	0.066261925	-0.060750987	-0.012868564	-0.013171217	0.048379567	0.09829177	0.031207673	0.11040465	-0.049167104	0.04043998	0.01672562	-0.025133071	0.011853361	-0.0055463207	-0.000698795
0.024601612	0.016875766	0.041719038	-0.061786447	-0.007565219	0.023339853	0.074965306	-0.02943268	0.07527805	-0.047661785	-0.023673479	-0.017706191	0.043711964	-0.06851404	-0.019395353	-0.05776441
-0.079396404	0.013011265	-0.028106013	-0.007812973	-0.013599187	0.010923365	0.075828806	0.025988644	0.008298827	-0.09963049	-0.03607387	0.06733826	0.050600193	0.06956078	0.01937769	-0.02615162
-0.044264853	0.10985502	0.0072424496	-0.022678016	0.028440073	0.033939585	0.055454742	-0.06094188	0.03950615	-0.04993171	-0.015580818	0.05439617	0.05769887	-0.06578888	0.04668592	-0.018539593
-0.0040402785	0.048497967	-0.021864813	-0.06464601	0.039608706	-0.034386262	0.06379789	0.04408394	0.06578594	0.04276112	0.01743878	0.03899472	0.06521413	0.020077681	0.02520895	-0.058675263
-0.077686146	0.02544772	-0.088326134	-0.062401235	-0.0052285763	0.0066010924	0.07514003	0.052792802	-0.007800405	0.037142184	0.056781705	0.017886208	0.08274529	-0.045727074	-0.023742158	0.002811829
-0.020072788	0.01751786	-0.061464276	-0.00043687748	0.0306578	-0.030534724	0.06816107	0.008196263	0.00795106	-0.03400238	0.0036525722	0.018200427	-0.017791826	-0.04395706	-0.07320059	-0.03741738
-0.025168356	-0.02497962	0.056798514	-0.038895965	0.059813246	0.042469546	0.04284904	0.034788452	0.067538716	-0.042681206	-0.014075563	0.06344855	0.046203043	0.019993847	-0.06761713	-0.033878025
0.020531122	0.105669454	-0.036551226	0.01913857	0.020522695	-0.047955703	-0.015997054	-0.022359338	0.06990908	0.004913426	0.04845189	-0.02971988	0.031054007	-0.02846174	-0.006969977	-0.14774933
-0.046696603	0.06973238	0.026785072	0.023317551	0.05488055	0.089467056	0.053266816	-0.037643466	0.01816447	-0.048678648	0.03646928	0.025179256	-0.016526213	0.016791545	0.05954154	-0.0023850366
-0.09884178	-0.009249758	0.00089610956	-0.05071005	-0.058177818	-0.052397735	0.030747782	-0.012820839	0.025010707	-0.0066767754	-0.044079617	0.092118174	0.022625469	-0.025224388	-0.0027354832	0.013110327
-0.022764886	0.009316659	-0.041393615	0.0025707302	0.03585862	-0.0008366685	0.014800852	-0.00987876	0.08703117	-0.016054058	-0.04226574	0.013340073	0.004339098	-0.065781996	-0.067107104	-0.0017401078
-0.023630038	0.09468101	0.0060491427	-0.05096859	0.010578884	-0.0050209854	0.034652516	-0.0235345	0.00073457824	-0.010088282	0.00710108	0.06748746	-0.025978552	-0.06800375	-0.029169729	-0.020564778
-0.06019326	0.061441667	-0.01280509	-0.017755514	0.04077289	-0.03340557	0.06499353	-0.076394625	0.08533337	-0.043805815	0.0689831	0.020631753	-0.0341886	-0.04941308	-0.021700077	-0.0496611
0.036929697	0.10668082	0.009806781	-0.0012698799	0.09171751	0.041778695	0.022464268	0.010477505	-0.051546264	0.013107753	0.0638293	-0.025946228	0.0720458	-0.033115342	-0.08733488	-0.044324502
-0.023334727	0.008505921	-0.03310611	-0.036373906	0.020013167	-0.0035878955	0.024459833	0.025446463	0.026722418	-0.06469051	0.09466551	0.060035318	-0.04088006	0.050777037	-0.036969233	-0.026712952
-0.07418626	0.040082887	0.021683494	-0.0056605036	-0.070645176	-0.040887248	0.118694946	-0.09285167	-0.021347685	0.092298865	0.021624612	0.030269833	0.04860666	0.010641529	-0.015664708	-0.033704262
-0.01966138	0.061006702	0.009386483	0.054434653	0.07167997	-0.07677132	0.033174593	-0.058784533	0.055106968	-0.02022988	0.015037525	-0.040638015	-0.05708337	0.12430342	0.09610843	0.016090529
-0.05937909	0.07177834	-0.09361947	-0.061927598	-0.053829998	-0.06469106	0.0069200126	0.017611764	-0.013787759	-0.012778124	0.118321314	0.02383581	0.052315917	-0.11644841	-0.08348082	-0.07982455
-0.109064266	0.024598628	-0.026441347	-0.025455272	-0.0363183	0.042604018	0.010224268	-0.010309173	-0.003713095	0.050013307	-0.0039114924	0.012171091	0.036821723	-0.03239213	0.084198646	-0.03256116
-0.12609336	0.13762419	-0.08135976	-0.103845984	-0.0066079684	0.026822578	0.13804194	-0.031584896	0.057335682	-0.07735901	0.032499485	0.07566828	-0.0017398001	-0.05990198	-0.019376729	0.017281096
-0.081920005	0.026821394	0.120403856	-0.025729075	-0.0098895375	-0.0073235743	0.027846674	-0.03218897	0.025653467	0.0015612522	-0.11412508	0.036358386	0.061876897	0.04026296	-0.15978748	0.011173895
0.030125152	0.039895277	-0.025670625	-0.014664978	-0.011674516	-0.031603426	0.08850131	-0.055436887	0.024373824	0.028837517	0.049642384	0.0059604165	0.06375368	-0.08639138	0.063292265	-0.08516512
-0.0076440196	0.0790002	0.0009965893	-0.029827796	-0.03267214	-0.001799781	0.08121025	-0.10645392	0.031795464	0.063159026	-0.029092807	-0.079316385	-0.07534962	-0.06264459	-0.03073128	-0.053558346
0.008325376	0.00759956	0.028274484	-0.08966122	0.08707012	0.0010841644	-0.047795206	0.048133623	0.032261837	0.05158801	-0.02708064	0.02398935	0.0029106357	-0.03507436	-0.059085373	-0.098070405
-0.040180907	0.00933594	0.06277432	-0.05666875	-0.013080316	-0.031261053	0.053050164	-0.040994305	0.08157705	0.032022256	0.05382687	0.037455335	0.03647391	0.03716443	-0.06340222	-0.16583958
0.045172106	0.018477058	-0.018484866	0.038788687	-0.028452966	0.025341088	0.12413623	-0.02909276	0.11485642	0.07774075	-0.04309018	0.11598363	-0.009489216	0.024065733	-0.058662385	-0.077237956
-0.051233906	0.11917461	0.0424343	-0.07920662	0.012604185	0.035197992	0.0092908135	0.02086297	-0.022832494	-0.019603064	-0.10275471	-0.013971427	0.069161706	0.0039058395	0.04018034	-0.07993839
0.04491313	0.12111902	-0.03224589	-0.022561593	0.0177343	0.0436093	0.0035148244	0.043420307	0.07648095	0.025949227	-0.0019234029	0.03841641	0.0379319	-0.09118675	0.104720086	0.113379136
0.07210422	0.1273051	0.009686403	0.031333268	0.0049019475	-0.016567081	0.013888295	0.014995274	0.01855829	-0.004177927	0.026565	0.0054423735	-0.08843034	0.020967642	-0.039591197	-0.0420344
0.03499405	0.013538107	-0.05288514	0.012455899	0.028949201	0.016078623	-0.024747448	0.051165797	-0.014038869	-0.031013915	0.0073899315	0.1492988	-0.0025522	-0.024014087	-0.034588367	-0.07539573
-0.045980394	0.05337746	0.010657443	0.03865221	0.014580142	-0.06980879	0.055961423	0.06340342	-0.044634108	-0.038406894	-0.010702515	0.11016507	-0.017767515	0.030035935	0.055725694	0.016037678
-0.11018901	0.0016315375	-0.056421366	-0.036490414	0.00906242	0.04021016	0.06575826	-0.005773876	-0.06277765	0.02351277	-0.024918996	0.059280112	0.05357252	0.06230599	-0.058312256	-0.0006318688
-0.047882173	0.031963825	0.022169476	0.019142073	0.029554851	-0.10755912	0.09796122	0.04258741	0.008326209	-0.0013561707	-0.047266662	0.0563155	-0.075064756	-0.070525706	0.024248168	0.08387158
